,oos,trf_avg,atc,latency,perfect_order,retention,GMV_cur
3460,1,3846,44,0.39,1,1,2552.61
3461,0,997,2,2.86,0,1,582.78
3462,1,4123,99,4.01,0,0,3001.93
3463,1,816,14,0.75,1,1,698.46
3464,1,4067,41,0.46,0,1,2425.78
3465,1,4121,2,1.02,0,1,1894.97
3466,0,3315,19,3.76,0,0,1900.09
3467,1,490,80,3.0,0,0,910.04
3468,0,3984,89,2.75,1,1,3014.53
3469,0,1799,1,1.32,1,1,1035.26
3470,1,3137,2,1.73,1,0,1615.23
3471,0,332,27,4.83,1,0,457.65
3472,1,2026,2,1.28,0,1,849.64
3473,1,3231,94,4.52,0,0,2391.16
3474,0,3406,51,2.94,1,1,2437.54
3475,0,2824,10,0.7,0,0,1495.73
3476,0,4901,19,2.39,1,0,2859.04
3477,0,333,80,4.75,0,0,919.62
3478,1,1491,13,2.15,1,0,937.65
3479,1,2992,48,4.33,1,1,2163.22
3480,1,1355,56,1.36,1,0,1460.22
3481,0,2638,72,2.9,1,0,2263.12
3482,0,3790,56,4.23,0,0,2411.98
3483,0,989,50,4.61,0,0,868.32
3484,1,4787,95,2.48,0,0,3209.7
3485,0,845,45,3.23,1,1,1004.91
3486,1,1819,89,0.11,1,1,2085.09
3487,0,527,59,1.34,0,0,938.47
3488,1,831,39,1.47,0,1,581.84
3489,1,899,21,0.56,0,0,624.27
3490,0,4397,55,1.47,0,1,2470.38
3491,0,935,57,1.67,1,0,1159.97
3492,1,234,41,4.85,1,0,512.29
3493,1,2638,93,3.38,0,1,2187.01
3494,0,3818,70,2.19,0,0,2456.39
3495,0,140,82,4.94,0,0,638.37
3496,1,3467,49,0.85,1,0,2306.61
3497,0,2515,44,2.43,0,0,1648.12
3498,1,2140,35,3.27,1,0,1330.71
3499,1,4439,91,0.37,1,1,3385.88
3500,0,3049,5,3.61,0,1,1482.17
3501,0,4361,71,0.59,0,1,2881.23
3502,0,3566,74,0.79,0,1,2617.46
3503,0,3188,74,0.88,1,0,2443.12
3504,0,4923,51,4.65,0,0,3026.63
3505,1,1215,57,3.45,0,1,1059.05
3506,1,4678,58,3.31,1,0,3082.0
3507,0,2690,92,2.82,1,1,2453.0
3508,0,3673,36,1.53,1,0,2434.6
3509,0,3078,10,3.14,0,0,1583.8
3510,1,2547,50,2.11,1,1,1834.49
3511,0,1330,99,0.81,1,1,2032.68
3512,0,2766,99,3.48,1,1,2501.39
3513,1,4954,37,0.73,1,1,2872.63
3514,1,4358,20,1.03,1,1,2655.28
3515,0,2694,13,4.11,0,1,1363.72
3516,0,3530,75,3.33,1,1,2476.08
3517,0,3017,19,3.19,1,0,1752.28
3518,1,3052,92,2.15,1,1,2357.19
3519,0,2095,56,2.04,0,1,1488.88
3520,0,3991,45,3.48,0,1,2551.71
3521,0,406,60,3.73,1,0,974.3
3522,1,1462,68,2.6,1,0,1508.53
3523,1,2202,57,4.85,1,0,1666.26
3524,0,3130,54,4.78,1,1,2195.59
3525,0,432,37,2.12,0,0,655.07
3526,1,2852,83,4.12,0,1,1940.83
3527,1,342,37,2.76,0,1,729.74
3528,1,1984,14,2.61,1,0,1141.53
3529,1,1532,95,0.37,1,1,1833.65
3530,1,2650,92,2.91,0,0,2120.82
3531,1,402,44,4.51,0,0,482.19
3532,1,4430,83,3.92,1,0,3049.42
3533,1,3209,42,3.95,0,0,1982.98
3534,1,2286,1,0.88,0,1,1199.49
3535,0,4390,23,1.86,0,0,2483.33
3536,0,1650,64,1.24,0,0,1449.11
3537,0,1892,28,1.65,0,1,1134.07
3538,1,746,4,2.94,1,1,485.64
3539,0,4756,41,1.89,1,0,2941.55
3540,1,812,60,2.85,1,0,1000.96
3541,1,4608,18,2.25,1,0,2606.82
3542,0,637,63,1.5,0,0,1098.45
3543,1,334,61,0.57,1,1,898.62
3544,0,2496,49,4.47,0,0,1698.59
3545,0,1604,47,0.16,0,1,1203.11
3546,0,1474,39,0.11,1,1,1413.38
3547,1,4611,89,4.15,1,1,3196.72
3548,0,2009,82,4.98,1,0,1883.58
3549,1,1015,6,3.66,1,0,696.04
3550,0,4058,83,0.17,0,1,2756.53
3551,0,180,53,1.21,0,0,639.05
3552,0,2183,76,4.86,0,1,1859.41
3553,1,2788,25,4.06,1,1,1729.09
3554,1,1790,99,2.88,1,0,2064.27
3555,1,856,65,1.26,0,0,873.64
3556,0,2770,5,0.17,0,1,1476.42
3557,0,3851,65,0.2,1,1,2725.88
3558,1,3652,8,3.1,1,1,2032.53
3559,1,567,39,0.21,0,0,777.48
3560,1,1594,43,4.97,0,0,779.11
3561,1,1119,82,1.0,0,0,1247.43
3562,1,1001,73,3.58,1,1,1079.81
3563,1,772,5,0.86,0,0,245.7
3564,0,538,4,2.75,0,1,206.47
3565,1,4322,93,0.49,1,1,3317.19
3566,0,2176,1,3.86,0,0,1101.58
3567,0,544,94,2.97,0,1,1230.49
3568,1,1065,56,0.52,0,1,1088.12
3569,1,3890,45,4.26,1,1,2325.69
3570,0,563,65,2.78,1,0,1156.11
3571,1,2298,3,4.62,0,1,968.82
3572,1,2387,22,4.59,1,1,1516.49
3573,0,3865,72,4.61,0,0,2468.5
3574,0,3276,56,0.48,0,1,2170.35
3575,0,4108,18,0.69,1,0,2413.43
3576,1,3604,25,4.94,0,0,1937.75
3577,0,1012,48,2.49,1,1,1052.27
3578,1,596,84,1.27,1,1,1328.76
3579,0,1563,31,3.87,0,0,882.79
3580,0,4353,30,1.39,0,1,2618.75
3581,0,4367,80,3.66,1,1,3035.14
3582,1,593,66,4.2,1,1,826.75
3583,1,1526,81,3.94,0,1,1436.99
3584,0,1792,10,1.44,1,0,1126.01
3585,0,1893,71,2.07,0,0,1523.3
3586,0,2823,59,2.12,0,1,2093.67
3587,1,758,51,2.51,1,0,1064.29
3588,0,4861,9,0.92,0,0,2548.31
3589,1,4562,54,2.32,1,0,2829.06
3590,0,649,62,2.6,0,1,839.5
3591,0,742,81,2.71,0,0,1065.7
3592,0,4450,9,4.12,0,0,2049.91
3593,0,307,9,2.63,0,0,218.04
3594,0,2597,24,1.23,0,0,1548.35
3595,0,4290,39,3.35,0,0,2480.21
3596,1,1983,75,4.01,1,1,1834.05
3597,0,2986,8,1.66,1,1,1626.52
3598,1,577,25,3.26,0,0,333.85
3599,0,861,66,0.82,1,1,1242.46
3600,0,289,10,1.78,1,0,547.34
3601,1,855,24,4.56,1,1,842.56
3602,0,1546,80,4.57,1,1,1733.3
3603,1,1763,83,2.92,1,1,2004.59
3604,1,1935,59,3.54,0,1,1487.68
3605,0,4328,31,4.28,0,1,2452.0
3606,1,4250,11,4.8,0,1,2236.98
3607,1,4160,6,2.5,0,1,2109.57
3608,0,4705,70,2.85,0,0,3160.36
3609,1,4865,32,2.14,1,0,2862.55
3610,0,3712,39,0.45,1,0,2372.97
3611,0,1789,48,2.17,0,0,1321.56
3612,0,1416,13,3.97,0,0,782.37
3613,0,4929,59,4.04,1,1,3083.22
3614,1,3286,67,4.47,0,1,2102.36
3615,0,4120,56,0.35,0,1,2570.71
3616,0,4454,41,2.68,1,0,2673.56
3617,1,1245,56,0.63,0,1,1061.09
3618,0,4494,35,1.08,0,1,2648.89
3619,0,660,38,4.51,0,0,699.2
3620,1,2012,81,2.53,0,0,1575.14
3621,1,1964,67,3.82,0,1,1556.5
3622,1,396,34,0.42,1,1,672.67
3623,1,2509,76,2.14,0,1,2026.81
3624,1,2736,88,3.4,0,1,2103.08
3625,1,1561,70,0.75,1,0,1491.55
3626,1,4392,11,1.7,0,0,2173.34
3627,0,2368,27,0.42,0,0,1325.87
3628,1,1094,48,3.29,1,1,885.7
3629,1,107,24,4.86,1,1,340.97
3630,1,2691,18,4.15,1,0,1644.42
3631,0,2615,27,4.88,1,1,1698.6
3632,0,4515,54,4.24,1,1,2784.21
3633,1,1517,55,4.29,0,0,1037.44
3634,1,2416,21,2.93,1,0,1531.2
3635,1,4032,59,2.64,1,1,2873.03
3636,0,1387,34,2.09,1,0,1321.19
3637,0,2944,97,4.11,1,1,2530.44
3638,1,1218,58,0.99,0,1,1140.35
3639,0,652,48,0.38,1,1,1089.72
3640,1,760,54,4.74,0,1,760.81
3641,0,815,18,0.12,0,1,450.71
3642,0,3685,3,4.89,1,1,1692.72
3643,1,3861,24,3.67,0,0,2065.28
3644,1,2629,1,1.71,0,0,1220.43
3645,1,4070,6,3.52,0,1,1804.01
3646,1,3507,19,4.11,1,1,1868.6
3647,0,1558,86,1.3,1,1,1786.74
3648,0,3367,43,3.88,0,0,1981.26
3649,0,954,8,4.04,1,1,819.42
3650,1,4860,69,1.32,1,0,3385.49
3651,0,3637,52,0.31,1,0,2447.31
3652,1,1997,73,1.1,0,1,1806.95
3653,0,372,47,1.08,1,0,996.1
3654,1,4187,85,0.42,1,0,3114.39
3655,1,1372,28,3.66,0,0,749.71
3656,0,4474,46,1.96,1,1,2869.71
3657,1,4119,4,4.43,0,0,1748.38
3658,1,915,88,1.34,1,1,1401.92
3659,0,4471,8,2.32,1,0,2495.74
3660,1,1022,61,3.23,1,0,1244.95
3661,1,4837,17,4.4,1,0,2606.03
3662,1,4700,34,2.67,0,0,2593.61
3663,0,4967,20,1.93,1,0,2742.99
3664,0,1364,80,4.35,0,1,1535.77
3665,1,3824,74,1.62,0,1,2714.39
3666,0,2887,34,0.49,1,0,2044.75
3667,1,2822,43,2.28,1,0,1918.63
3668,1,4323,10,3.95,1,0,2250.14
3669,1,2650,94,0.25,1,0,2494.58
3670,1,3049,30,2.97,1,1,1933.56
3671,1,1773,25,3.01,1,1,1126.11
3672,0,4687,57,4.65,1,0,3126.34
3673,1,3192,63,1.5,1,1,2301.25
3674,0,2938,71,1.47,1,0,2263.23
3675,0,1766,47,2.26,0,0,1402.47
3676,1,4611,84,1.85,1,1,3179.64
3677,1,2295,81,3.71,1,1,2045.87
3678,0,1484,3,3.24,0,0,835.51
3679,0,4503,46,3.82,1,0,2953.38
3680,0,4054,36,4.12,1,0,2538.76
3681,1,2999,26,4.62,0,1,1499.84
3682,0,160,10,2.21,1,0,286.06
3683,1,4047,34,4.93,0,1,2456.51
3684,1,2390,78,1.16,1,0,2196.57
3685,1,572,8,3.6,1,1,420.89
3686,0,1058,55,2.72,1,1,1098.65
3687,1,632,91,4.1,0,1,904.0
3688,1,593,10,2.44,0,0,419.22
3689,1,181,57,3.94,0,0,655.21
3690,1,3070,79,4.66,0,0,2177.98
3691,1,111,86,3.69,1,1,950.6
3692,0,4644,45,3.9,0,1,2807.42
3693,1,861,50,0.43,1,1,924.02
3694,1,3285,64,1.1,1,1,2610.33
3695,0,125,95,4.87,1,1,1188.88
3696,1,1906,2,3.5,1,1,927.7
3697,0,4257,45,2.85,1,1,2800.1
3698,1,4424,95,1.9,0,0,3005.66
3699,0,4802,62,0.32,1,1,3081.02
3700,0,3759,14,1.91,1,1,2259.55
3701,1,1625,74,2.54,0,1,1341.24
3702,1,860,94,1.14,1,1,1363.56
3703,1,694,15,0.95,0,1,476.47
3704,0,1155,14,2.59,1,0,855.34
3705,0,1954,31,2.97,0,1,1328.75
3706,0,3183,29,1.28,1,1,2025.88
3707,1,4016,27,2.98,1,1,2329.39
3708,0,3775,85,4.51,0,0,2443.63
3709,0,2148,9,2.42,1,1,1365.83
3710,1,1558,20,4.3,1,1,1041.22
3711,0,1319,99,4.64,0,0,1675.53
3712,0,4328,58,0.55,0,1,2808.99
3713,1,4281,79,0.57,1,1,3102.31
3714,0,1599,88,2.43,0,0,1557.83
3715,1,1930,49,2.98,1,0,1503.87
3716,1,3495,57,2.19,0,0,2278.63
3717,1,1303,16,1.7,0,1,722.34
3718,1,4370,75,3.24,0,1,2962.02
3719,1,2910,8,0.11,1,1,1814.26
3720,0,3192,67,4.84,1,1,2344.16
3721,0,3144,19,1.24,1,1,1946.53
3722,1,4773,67,4.59,0,0,2835.26
3723,1,3614,36,0.63,1,1,2294.18
3724,0,1898,89,1.27,1,0,2108.59
3725,1,2675,60,1.25,0,1,1808.11
3726,1,244,36,4.98,0,0,295.71
3727,1,4957,11,0.12,1,0,2619.24
3728,0,4026,51,3.23,1,1,2602.06
3729,0,1477,80,4.36,1,0,1712.66
3730,1,3246,55,3.39,1,1,2231.13
3731,1,1925,54,1.88,1,1,1499.75
3732,0,893,17,4.8,0,0,541.71
3733,0,1701,62,4.48,1,0,1575.76
3734,1,4514,42,2.23,1,1,2894.47
3735,1,1210,24,2.91,1,1,923.22
3736,0,4153,17,4.84,0,1,2050.2
3737,0,4893,48,4.91,0,1,2924.63
3738,0,4037,84,2.3,1,0,2915.55
3739,1,4063,86,4.25,1,1,2826.36
3740,0,882,70,1.58,1,0,1205.4
3741,1,1216,7,1.92,1,1,728.52
3742,0,1850,14,0.91,0,1,857.76
3743,0,2676,11,1.13,1,1,1452.74
3744,0,4127,12,3.32,1,0,2395.18
3745,0,3436,5,2.6,1,0,1898.89
3746,1,4487,5,1.23,0,0,2202.39
3747,1,1587,20,2.07,0,1,896.47
3748,0,3975,54,1.93,0,1,2545.32
3749,1,3731,55,4.94,0,0,2184.8
3750,0,4292,58,4.28,0,1,2696.44
3751,0,4058,79,2.0,1,0,2990.27
3752,0,3497,90,4.58,0,0,2461.13
3753,0,173,97,1.78,1,1,1281.8
3754,1,1459,30,3.37,1,0,1117.83
3755,0,1191,24,4.84,1,1,834.04
3756,0,4953,87,2.01,0,1,3209.23
3757,1,2041,73,3.43,0,0,1679.88
3758,0,3248,3,1.55,0,1,1724.45
3759,0,4403,48,1.4,1,0,2881.76
3760,0,1344,71,2.91,1,0,1612.74
3761,1,1385,22,4.9,0,0,887.77
3762,0,4605,14,2.32,0,1,2373.58
3763,1,3136,48,4.69,0,0,1920.66
3764,0,870,29,4.58,1,1,900.33
3765,0,1943,50,1.34,1,0,1529.97
3766,1,173,80,2.07,0,1,898.52
3767,0,1760,98,3.25,1,0,2131.33
3768,0,4449,10,2.64,1,0,2397.88
3769,1,919,71,0.57,0,1,1395.07
3770,1,3918,89,4.97,1,0,2979.05
3771,1,431,27,3.79,1,0,544.44
3772,1,1521,79,2.24,1,1,1447.98
3773,1,3755,96,3.13,0,1,2715.72
3774,0,1791,28,0.53,1,0,1407.1
3775,1,4650,9,2.53,1,0,2545.16
3776,0,4508,71,4.66,0,1,2739.74
3777,0,327,80,4.49,0,0,807.56
3778,0,2981,26,1.75,1,1,1983.52
3779,1,2965,99,2.7,1,1,2627.76
3780,1,2675,81,3.52,1,0,2321.32
3781,0,4622,87,1.77,0,1,3157.47
3782,1,564,8,0.42,0,1,300.43
3783,1,377,2,2.58,1,0,358.05
3784,1,4214,95,3.05,0,0,2955.44
3785,1,165,57,0.13,0,0,446.9
3786,0,4362,52,0.57,0,0,2841.64
3787,0,502,58,1.12,0,1,900.77
3788,1,4083,96,1.81,0,1,2957.61
3789,0,4604,93,2.75,0,1,3040.18
3790,1,3578,3,1.54,1,0,2021.97
3791,1,3544,8,1.45,1,1,1929.13
3792,0,4792,59,4.36,1,0,3181.81
3793,0,4519,2,0.81,0,1,2317.94
3794,0,3139,95,2.53,1,0,2634.91
3795,1,1537,62,4.77,1,0,1548.3
3796,0,528,49,3.16,0,1,571.61
3797,1,2782,20,3.61,1,0,1674.42
3798,0,2877,29,2.21,1,1,2050.17
3799,0,3478,17,0.2,1,1,2153.67
3800,1,492,74,3.27,1,1,1161.95
3801,1,4641,22,3.2,0,1,2434.43
3802,1,441,6,0.64,1,0,415.56
3803,1,232,62,2.36,0,1,516.74
3804,1,364,98,4.59,0,1,1004.61
3805,1,4288,31,1.1,1,1,2649.37
3806,1,1785,62,2.36,0,0,1305.9
3807,1,1534,12,2.36,0,1,693.5
3808,0,1760,12,4.07,0,0,960.53
3809,1,3917,63,4.14,0,1,2538.37
3810,1,2454,16,3.82,1,1,1662.11
3811,0,365,25,1.89,1,1,567.28
3812,1,4841,22,0.45,0,1,2556.79
3813,0,1236,91,1.81,0,1,1574.96
3814,0,4649,88,3.43,0,0,3192.96
3815,1,1490,76,3.54,0,0,1358.37
3816,0,1212,18,4.83,1,1,886.57
3817,1,2334,45,2.32,0,1,1457.77
3818,0,2966,80,3.2,1,1,2303.39
3819,0,3168,68,2.74,0,0,2195.69
3820,0,2279,12,0.84,0,1,1394.96
3821,1,734,49,2.36,0,0,687.94
3822,1,3731,33,2.77,1,1,2146.6
3823,0,1499,86,4.76,1,1,1613.93
3824,0,4886,63,1.9,1,1,3288.16
3825,1,2839,18,4.9,0,0,1494.38
3826,1,3270,54,2.76,1,1,2396.87
3827,0,1965,97,1.29,0,0,2032.86
3828,0,2055,27,1.04,0,1,1306.46
3829,1,4777,83,0.79,1,0,3417.76
3830,1,2318,78,2.32,0,0,1767.66
3831,1,1489,25,0.21,1,1,1209.23
3832,1,4979,34,2.28,0,0,2723.02
3833,1,3230,88,4.94,0,1,2431.27
3834,0,4376,60,3.38,0,1,2762.27
3835,1,4214,54,3.82,0,1,2473.26
3836,0,1349,87,0.68,0,1,1420.86
3837,1,3266,5,2.42,1,0,1734.57
3838,0,1345,36,1.5,0,1,1020.96
3839,1,153,54,4.48,0,0,395.29
3840,1,3010,88,0.99,1,1,2499.91
3841,0,2496,36,2.35,1,0,1869.77
3842,0,542,69,2.98,0,1,1018.89
3843,1,4775,39,2.62,1,0,2922.92
3844,1,3711,70,4.17,0,1,2558.43
3845,1,4477,4,1.23,1,1,2277.36
3846,1,2507,74,1.95,1,1,2234.25
3847,1,922,65,3.98,0,0,845.42
3848,0,3802,85,2.69,1,1,2898.2
3849,0,3039,40,2.07,0,1,1796.81
3850,1,4836,37,0.24,0,0,2807.09
3851,0,1131,67,3.79,0,0,1003.11
3852,0,2116,31,4.86,1,1,1294.31
3853,0,662,91,3.14,0,0,1112.75
3854,1,2638,81,4.3,1,0,2120.48
3855,0,440,87,2.63,0,1,980.31
3856,1,4667,77,1.24,1,0,3161.2
3857,0,3875,47,0.17,1,0,2672.83
3858,1,2396,27,3.3,1,0,1543.53
3859,0,334,51,2.52,1,1,981.51
3860,1,1216,20,3.93,0,0,702.49
3861,1,2008,13,3.5,0,1,1102.23
3862,0,1517,63,4.94,0,1,1347.68
3863,1,1391,44,2.6,0,0,943.67
3864,1,3588,24,2.19,1,1,2088.12
3865,1,4827,3,1.51,0,1,2462.71
3866,1,3754,10,2.44,1,1,1900.59
3867,1,628,65,4.38,1,1,1075.07
3868,1,3424,49,0.31,0,0,2127.97
3869,1,2080,58,4.89,0,1,1397.71
3870,1,3039,77,4.97,0,1,2113.47
3871,0,1429,78,3.03,0,1,1595.94
3872,0,1333,97,1.72,0,0,1429.72
3873,1,1853,2,1.19,1,0,950.83
3874,1,2900,66,1.45,0,1,1837.2
3875,0,3033,31,0.35,0,1,1775.7
3876,0,2859,68,2.43,0,0,1998.44
3877,0,2875,98,0.38,1,0,2625.96
3878,1,3587,83,3.62,0,0,2453.15
3879,0,3950,37,1.92,1,1,2551.7
3880,1,2627,73,1.08,1,0,2093.13
3881,1,990,24,2.77,1,0,1039.34
3882,0,2165,77,4.87,0,1,1816.6
3883,1,1288,44,3.51,1,1,1215.37
3884,1,4397,94,2.51,1,0,3300.95
3885,1,840,83,3.91,1,1,1217.2
3886,1,1469,41,3.71,0,1,995.63
3887,0,1489,74,4.47,1,1,1574.75
3888,0,2100,51,1.1,0,0,1490.8
3889,1,1571,42,4.31,1,1,1234.59
3890,1,1636,78,1.58,1,1,1799.33
3891,0,418,40,4.71,0,1,508.93
3892,1,2364,48,1.48,1,1,1812.36
3893,0,1994,84,4.64,1,1,1775.31
3894,1,3811,4,4.82,1,1,1824.27
3895,1,4919,60,0.81,0,1,2898.91
3896,0,2922,39,4.88,0,1,1917.35
3897,0,4608,5,0.52,0,1,2544.46
3898,0,1375,96,1.17,1,0,1922.4
3899,0,3183,6,2.28,1,1,1766.47
3900,1,500,14,4.97,1,1,483.25
3901,0,823,70,2.49,0,1,1187.92
3902,1,2429,78,2.8,0,1,2073.94
3903,0,1235,12,3.5,0,1,552.5
3904,0,2870,62,4.84,1,1,2178.61
3905,1,4946,27,3.94,0,0,2581.94
3906,0,367,54,1.2,0,1,758.11
3907,0,669,90,1.58,1,1,1408.13
3908,0,2656,12,0.58,0,0,1336.37
3909,0,2073,8,3.26,1,0,1290.78
3910,1,645,74,0.99,1,0,1123.04
3911,1,2922,16,1.36,0,1,1540.26
3912,0,4560,52,4.45,0,1,2712.26
3913,0,4742,26,1.7,1,1,2965.7
3914,0,370,8,2.88,0,1,239.47
3915,1,838,45,2.05,1,1,969.08
3916,1,1357,93,0.46,0,1,1621.73
3917,1,158,84,1.88,0,0,742.98
3918,1,4281,81,2.1,1,1,3068.6
3919,0,4958,19,4.49,1,1,2842.64
3920,0,489,17,1.69,0,0,439.58
3921,0,818,65,1.96,0,1,966.84
3922,1,4344,29,3.94,1,0,2569.59
3923,0,4778,14,3.82,0,0,2520.63
3924,1,220,17,4.01,0,0,59.29
3925,1,2752,13,4.77,0,0,1300.19
3926,0,2403,93,4.0,1,1,2219.26
3927,0,4961,98,2.1,0,1,3651.45
3928,0,3011,91,4.13,0,1,2258.1
3929,1,899,63,2.59,0,1,1010.21
3930,1,3480,33,1.46,1,1,2155.49
3931,0,2206,29,1.58,1,1,1467.65
3932,0,1209,37,1.2,0,0,1020.29
3933,1,1350,83,0.81,1,0,1497.72
3934,0,2740,46,1.0,1,0,2154.35
3935,1,1749,24,0.41,0,0,952.37
3936,1,1445,14,4.45,0,0,656.95
3937,0,3056,5,4.66,1,1,1741.99
3938,0,2546,53,2.98,0,1,1818.65
3939,0,3464,88,4.22,0,0,2550.93
3940,0,584,98,1.0,0,0,1198.72
3941,1,902,95,4.52,0,1,1101.26
3942,1,1815,30,2.58,1,1,1296.91
3943,1,2015,60,0.43,1,1,1663.9
3944,0,3583,73,0.79,0,1,2746.91
3945,1,1857,91,1.61,0,1,1769.6
3946,0,1909,28,0.31,1,0,1299.38
3947,0,3107,26,1.62,0,0,1747.88
3948,0,3325,18,0.39,0,0,1910.5
3949,0,3595,36,1.26,0,1,2248.55
3950,0,2420,8,1.4,1,0,1431.07
3951,0,1770,18,4.97,0,0,953.74
3952,1,4715,84,1.25,0,0,3178.98
3953,0,1251,58,1.27,0,1,1086.53
3954,1,4847,32,3.47,0,1,2658.83
3955,1,2323,93,4.31,0,1,1983.87
3956,0,2767,49,2.0,1,1,2086.86
3957,0,310,48,4.39,0,0,543.32
3958,0,2594,82,1.77,1,0,2125.14
3959,1,4781,71,1.07,1,1,3251.88
3960,0,4362,65,1.72,0,1,2709.0
3961,1,2607,92,3.09,0,1,2284.29
3962,0,3063,33,1.9,0,0,1998.95
3963,0,3528,50,3.4,0,1,2081.52
3964,1,3475,4,1.26,0,0,1616.8
3965,1,4055,84,3.53,0,1,2516.11
3966,0,3805,36,1.8,0,1,2300.04
3967,1,3505,95,2.33,0,1,2548.59
3968,1,4138,28,2.83,0,0,2269.46
3969,1,1152,3,3.46,0,1,432.88
3970,1,813,6,1.27,1,0,430.89
3971,1,2988,45,4.2,0,0,1831.06
3972,0,787,23,3.64,0,1,679.58
3973,0,429,7,1.25,0,0,256.7
3974,1,1846,61,4.88,1,1,1482.71
3975,0,1307,65,3.36,1,1,1421.48
3976,0,2242,6,2.32,1,1,1385.93
3977,1,884,24,0.87,0,1,594.42
3978,0,2796,37,2.71,1,0,1803.94
3979,1,3920,45,0.91,0,0,2543.78
3980,1,3818,51,2.2,0,1,2173.75
3981,0,2793,88,2.1,1,1,2661.96
3982,1,725,45,3.63,0,0,680.62
3983,1,4334,63,1.04,1,0,3015.92
3984,1,3808,29,4.13,1,0,2282.92
3985,1,861,96,1.7,1,0,1418.73
3986,1,4079,25,2.28,0,1,2326.79
3987,0,3629,10,3.88,0,0,1898.49
3988,0,1655,35,3.16,0,0,1104.74
3989,1,3733,55,1.61,0,1,2407.07
3990,1,775,25,1.99,1,1,733.97
3991,0,4287,91,1.6,0,0,2801.39
3992,1,136,45,3.01,1,1,436.74
3993,0,3936,96,1.73,0,0,2891.19
3994,1,1887,12,3.66,1,1,1108.53
3995,1,2827,4,2.94,1,0,1535.75
3996,1,3980,90,0.81,0,1,2789.79
3997,1,1994,67,1.62,1,0,1672.44
3998,1,236,17,1.19,0,1,75.94
3999,1,3176,73,2.01,0,0,2143.22
4000,1,3983,93,2.63,1,1,3094.33
4001,0,761,65,2.58,0,1,897.19
4002,0,1910,82,3.8,1,1,2003.21
4003,0,514,53,1.03,0,1,662.74
4004,1,442,84,4.74,1,1,1234.71
4005,1,2829,57,1.78,1,0,2047.34
4006,1,3550,98,1.57,0,1,2642.8
4007,1,3765,28,3.46,0,1,2013.36
4008,1,3837,99,4.05,1,0,3035.71
4009,1,3997,16,1.95,0,0,2094.71
4010,1,4341,21,3.76,1,1,2469.22
4011,0,4518,77,4.43,0,1,2932.31
4012,1,2269,99,3.86,1,1,2140.36
4013,0,1978,42,0.27,0,0,1513.29
4014,0,4070,54,4.15,1,1,2700.6
4015,1,4796,32,3.89,0,0,2647.62
4016,1,4670,38,3.38,0,0,2617.41
4017,0,2717,70,3.82,1,0,2139.94
4018,0,1615,38,4.9,1,1,1529.04
4019,1,674,54,2.21,1,1,1105.81
4020,1,4542,60,0.43,1,1,2958.39
4021,0,2967,77,2.36,1,1,2611.56
4022,1,3644,77,0.33,1,0,2828.14
4023,1,4577,47,1.54,0,1,2568.4
4024,1,171,12,2.98,0,0,184.1
4025,0,2668,53,1.62,1,1,2073.22
4026,0,3537,33,3.46,0,0,2045.86
4027,0,3080,28,4.13,1,1,2038.87
4028,1,1217,3,2.16,0,1,579.38
4029,1,2486,82,4.51,1,0,1921.81
4030,0,3608,26,0.49,1,1,2118.86
4031,0,1459,54,4.22,0,1,1099.54
4032,0,4859,40,4.16,1,0,3145.86
4033,1,1615,66,1.68,0,0,1449.07
4034,0,139,68,1.56,0,0,772.41
4035,0,1482,92,1.59,0,0,1639.99
4036,1,2130,92,4.08,0,1,1761.24
4037,1,2721,89,4.18,0,1,1971.54
4038,1,2000,90,1.72,0,0,1915.18
4039,0,2317,47,3.0,0,1,1734.84
4040,1,4896,2,0.78,0,1,2470.15
4041,1,4706,42,2.4,0,0,2625.92
4042,0,1383,34,4.99,0,0,890.8
4043,1,683,94,0.88,1,1,1483.21
4044,0,558,21,4.74,0,1,382.54
4045,0,2365,44,4.14,0,0,1523.97
4046,1,2766,87,4.86,1,0,2251.95
4047,1,915,97,0.98,1,0,1491.57
4048,1,2611,2,1.15,1,1,1440.47
4049,1,346,91,0.18,1,0,1071.03
4050,1,4925,59,3.65,0,0,2991.43
4051,1,516,86,3.26,0,1,816.08
4052,0,4563,98,0.97,0,0,3348.64
4053,0,3817,16,3.98,1,0,2136.13
4054,1,207,20,1.57,1,0,410.21
4055,0,2731,26,0.76,0,1,1666.1
4056,1,938,16,2.17,1,1,706.81
4057,0,4613,70,0.55,0,0,2921.66
4058,0,1521,23,1.39,1,1,1191.34
4059,0,4878,42,1.92,1,0,3240.43
4060,1,4012,37,4.27,0,1,2319.38
4061,0,355,72,3.98,0,1,742.11
4062,1,2927,6,2.27,0,0,1392.9
4063,0,937,37,3.65,1,0,917.77
4064,0,3062,22,2.89,1,1,1790.04
4065,0,2382,6,1.77,0,1,1275.59
4066,0,652,32,3.66,0,1,540.2
4067,0,280,17,3.45,0,1,272.78
4068,1,4352,38,3.13,1,0,2381.92
4069,1,1577,17,3.13,1,1,1114.9
4070,0,670,37,3.45,0,0,576.8
4071,0,1827,23,1.98,0,0,1003.37
4072,0,691,49,4.36,0,1,614.53
4073,0,4616,61,0.9,1,1,3008.01
4074,1,2360,49,4.43,1,1,1688.61
4075,0,3047,61,1.78,0,0,2186.77
4076,1,447,77,0.71,1,0,1084.93
4077,0,265,32,3.04,0,1,489.97
